39, State-gov, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
55, Private, 204751, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, 0
57, Private, 375868, 3, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
56, Private, 413373, 13, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 36, United-States, 0
24, Private, 537222, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
35, Local-gov, 33975, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
51, Self-emp-inc, 162327, 10, 7, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
34, Private, 182691, 8, 9, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 44, United-States, 0
36, Private, 300829, 6, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 42, United-States, 0
51, Local-gov, 114508, 12, 5, Separated, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, 0
46, Self-emp-inc, 214627, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 1
42, Private, 129684, 8, 9, Divorced, Exec-managerial, Not-in-family, Black, Female, 5455, 0, 50, United-States, 0
25, State-gov, 120041, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
22, Private, 361138, 8, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 50, United-States, 0
37, Private, 76893, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
48, Private, 205424, 4, 13, Divorced, Sales, Unmarried, White, Male, 0, 0, 40, United-States, 1
61, Private, 176839, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, 1
40, Private, 229148, 9, 8, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, Jamaica, 0
58, Self-emp-inc, 154537, 8, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 20, United-States, 1
52, Private, 181901, 8, 9, Married-spouse-absent, Farming-fishing, Other-relative, White, Male, 0, 0, 20, Mexico, 0
18, Private, 152004, 10, 7, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, 0
27, Private, 205188, 11, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
48, Self-emp-not-inc, 30840, 7, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 45, United-States, 0
63, Private, 66634, 12, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 16, United-States, 0
38, Self-emp-not-inc, 180220, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 0
31, Private, 291052, 7, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 2051, 40, United-States, 0
40, Self-emp-not-inc, 99651, 7, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 0
41, Private, 327723, 8, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
28, Private, 32291, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 2174, 0, 40, United-States, 0
31, Private, 345122, 2, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 14084, 0, 50, United-States, 1
32, Private, 127384, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, 1
30, Private, 363296, 8, 9, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 72, United-States, 0
39, Local-gov, 86551, 8, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1876, 40, United-States, 0
28, Private, 30070, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, 0
31, Private, 595000, 8, 9, Never-married, Handlers-cleaners, Other-relative, Black, Female, 0, 0, 35, United-States, 0
44, State-gov, 111483, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
22, Private, 199555, 7, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 25, United-States, 0
36, Private, 218490, 6, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, 0
39, Private, 49020, 3, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1974, 40, United-States, 0
61, Private, 213321, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1672, 40, United-States, 0
31, Private, 159187, 8, 9, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, 0
21, Private, 83033, 7, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, Germany, 0
39, Self-emp-not-inc, 31848, 7, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2829, 0, 90, United-States, 0
34, Self-emp-not-inc, 24961, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, 0
21, Private, 182117, 7, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, 0
75, Self-emp-not-inc, 146576, 4, 13, Widowed, Prof-specialty, Unmarried, White, Male, 0, 0, 48, United-States, 1
21, Private, 176690, 7, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, 0
81, Private, 122651, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 15, United-States, 0
54, Self-emp-inc, 149650, 8, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, Canada, 0
34, Private, 454508, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, Iran, 0
54, Self-emp-not-inc, 269068, 2, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 99999, 0, 50, Philippines, 1
41, Private, 266530, 8, 9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 0, 0, 45, United-States, 0
63, Private, 133144, 8, 9, Married-civ-spouse, Other-service, Husband, White, Male, 2580, 0, 20, United-States, 0
24, Private, 217961, 7, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
20, Private, 221661, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, Mexico, 0
44, Local-gov, 60735, 4, 13, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 60, United-States, 0
47, Self-emp-not-inc, 121124, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 1
31, Private, 48588, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
41, Private, 48087, 13, 4, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1590, 40, United-States, 0
53, Self-emp-not-inc, 240138, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 0
63, Private, 273010, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3471, 0, 40, United-States, 0
44, Private, 104196, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 1
37, Private, 230035, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 46, United-States, 1
28, Private, 38918, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Germany, 1
57, Private, 176079, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
22, Private, 180052, 7, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 10, United-States, 0
33, Local-gov, 173005, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1848, 45, United-States, 1
30, Private, 378723, 7, 10, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 55, United-States, 0
20, Private, 233624, 8, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
28, Private, 192591, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, 0
54, Private, 249860, 10, 7, Divorced, Priv-house-serv, Unmarried, Black, Female, 0, 0, 10, United-States, 0
20, Private, 247564, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, 0
34, Private, 238912, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
21, Private, 190227, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, 0
29, State-gov, 293287, 7, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, 0
51, Private, 180807, 7, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
39, Private, 250217, 8, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 70, United-States, 0
19, Private, 217418, 7, 10, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 38, United-States, 0
22, Local-gov, 137510, 8, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, 0
59, State-gov, 163047, 7, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, 0
18, Private, 577521, 10, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 13, United-States, 0
22, Private, 221533, 8, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States, 0
42, Local-gov, 255675, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
39, Private, 114079, 6, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
31, Private, 155781, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 1
28, Private, 243762, 10, 7, Separated, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, 0
22, Private, 113062, 4, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 7, United-States, 0
67, Private, 217028, 3, 14, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
17, Private, 110723, 10, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, 0
47, Federal-gov, 191858, 6, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
23, Private, 179423, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 5, United-States, 0
20, Private, 339588, 8, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Peru, 0
22, Private, 206815, 8, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, Peru, 0
47, State-gov, 103743, 13, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
49, Private, 235683, 7, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, 1
35, State-gov, 197495, 7, 10, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
52, Federal-gov, 424012, 7, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
29, Private, 178469, 8, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, 0
73, Self-emp-inc, 92886, 11, 6, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, Canada, 0
38, Self-emp-not-inc, 214008, 8, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 1
59, Self-emp-not-inc, 325732, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 52, United-States, 1
35, Private, 28572, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 4064, 0, 35, United-States, 0
18, Private, 118376, 7, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, 0
24, Private, 51799, 8, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, 0
33, Local-gov, 115488, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 0
40, Private, 190621, 7, 10, Divorced, Exec-managerial, Other-relative, Black, Female, 0, 0, 55, United-States, 0
55, Private, 193568, 8, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
44, Private, 192878, 8, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
40, Private, 264663, 4, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 60, United-States, 0
22, Private, 234731, 8, 9, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
55, Private, 308373, 7, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, 1
45, Private, 205644, 8, 9, Separated, Tech-support, Not-in-family, White, Female, 0, 0, 26, United-States, 0
47, Local-gov, 321851, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, 1
56, Private, 206399, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
44, Private, 124563, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, 0
32, State-gov, 198211, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, United-States, 0
17, Private, 130795, 11, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, 0
44, Private, 71269, 7, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, 0
32, Self-emp-not-inc, 319280, 6, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 80, United-States, 0
35, Private, 125933, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, 1
27, Private, 107236, 8, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
32, Private, 32732, 8, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 0
68, Private, 284763, 10, 7, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 70, United-States, 0
20, Private, 112668, 7, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, 0
33, Private, 376483, 7, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
24, Private, 402778, 12, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, 0
48, Private, 36177, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
45, Private, 125489, 3, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, 0
48, Private, 304791, 7, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
28, Private, 209205, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 1
39, Local-gov, 178100, 3, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, 0
23, Private, 70261, 7, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, 0
23, State-gov, 186634, 9, 8, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
36, Private, 32958, 7, 10, Separated, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, 0
25, Private, 254746, 4, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, 0
52, Private, 158746, 8, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, 0
35, Self-emp-not-inc, 140854, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
41, Private, 51506, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
45, Private, 189564, 4, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 42, United-States, 1
58, Private, 213975, 5, 11, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
67, Self-emp-not-inc, 431426, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 2, United-States, 0
48, Private, 199763, 8, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 8, United-States, 0
63, Private, 161563, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, 0
24, Local-gov, 252024, 7, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 72, United-States, 1
43, Private, 43945, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
36, Private, 178487, 8, 9, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, 0
32, Private, 604506, 8, 9, Married-civ-spouse, Transport-moving, Own-child, White, Male, 0, 0, 72, Mexico, 0
36, Private, 228157, 7, 10, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Laos, 0
43, Private, 199191, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, 0
27, Private, 189775, 8, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
17, Private, 171080, 10, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 12, United-States, 0
45, Private, 117310, 4, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 46, United-States, 0
41, Self-emp-inc, 82049, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
41, Self-emp-not-inc, 126094, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, 0
48, Local-gov, 246392, 6, 12, Separated, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
26, Private, 292803, 7, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 24, United-States, 0
54, Private, 286989, 16, 1, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, 0
22, Private, 190483, 7, 10, Divorced, Sales, Own-child, White, Female, 0, 0, 48, Iran, 0
19, Private, 235849, 8, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 35, United-States, 0
47, Private, 359766, 13, 4, Divorced, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States, 0
32, Private, 128016, 8, 9, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, 0
46, Private, 360096, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, 1
30, Private, 170154, 4, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, 1
35, Private, 337286, 3, 14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, 0
52, Private, 204322, 5, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 5013, 0, 40, United-States, 0
73, Self-emp-not-inc, 143833, 9, 8, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 18, United-States, 0
17, Private, 365613, 11, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, Canada, 0
32, Private, 100135, 4, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, 0
43, Local-gov, 180096, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
26, Private, 61270, 8, 9, Never-married, Machine-op-inspct, Unmarried, Other, Female, 0, 0, 40, Columbia, 0
41, Federal-gov, 564135, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
49, Private, 198759, 6, 12, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 60, United-States, 1
52, State-gov, 303462, 7, 10, Separated, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States, 0
35, Private, 193106, 8, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 32, United-States, 0
57, Private, 250201, 10, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 52, United-States, 0
35, Private, 200426, 5, 11, Married-spouse-absent, Prof-specialty, Unmarried, White, Female, 0, 0, 44, United-States, 0
33, Private, 222654, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
56, Private, 53366, 13, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, 0
42, Private, 132222, 4, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 60, United-States, 0
17, Private, 100828, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, 0
49, Private, 31264, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, 0
39, Private, 202027, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 1
34, Self-emp-not-inc, 168906, 7, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States, 0
37, Self-emp-not-inc, 255454, 7, 10, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
22, Private, 245524, 9, 8, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, 0
27, Private, 386040, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, 0
21, Private, 35424, 7, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, 0
44, Private, 152629, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3103, 0, 40, United-States, 1
53, Self-emp-not-inc, 151159, 11, 6, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, 0, 0, 99, United-States, 0
26, Private, 410240, 10, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
48, Private, 138970, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
39, Private, 269722, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, 0
34, Private, 223678, 8, 9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 32, United-States, 0
54, State-gov, 197184, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, 0
36, Private, 143486, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 50, United-States, 1
60, Private, 160625, 8, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 40, United-States, 0
50, Private, 140516, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 1
48, Local-gov, 85341, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
35, Private, 108293, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 2205, 40, United-States, 0
40, Self-emp-not-inc, 192507, 6, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, 0
30, Private, 186932, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, 0
65, Self-emp-not-inc, 223580, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 6514, 0, 40, United-States, 1
31, Private, 236861, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 0
46, Local-gov, 327886, 6, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
62, Self-emp-inc, 197060, 5, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
38, Private, 229180, 4, 13, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 40, Cuba, 0
24, Private, 284317, 4, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, 0
24, Private, 73514, 7, 10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 50, Philippines, 0
27, Private, 47907, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 48, United-States, 0
43, State-gov, 134782, 6, 12, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, 0
48, Private, 118831, 8, 9, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, South, 0
41, Private, 299505, 8, 9, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
30, Private, 267161, 7, 10, Married-civ-spouse, Tech-support, Wife, Black, Female, 0, 0, 45, United-States, 0
38, Private, 119177, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 1
45, Private, 327886, 2, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 1
45, Private, 187730, 4, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, 0
55, Private, 109015, 7, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, 0
46, Self-emp-not-inc, 110015, 13, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, Greece, 0
24, Private, 104146, 4, 13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States, 0
31, Local-gov, 50442, 7, 10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 25, United-States, 0
35, Private, 57640, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, 0
37, Local-gov, 333664, 7, 10, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
29, Private, 224858, 7, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
56, Private, 290641, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
25, Private, 34402, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1590, 60, United-States, 0
33, Private, 245378, 11, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
44, Private, 179136, 8, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, 0
21, Private, 116788, 8, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
21, Private, 129699, 8, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, 0
46, Federal-gov, 39606, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, England, 1
44, Self-emp-inc, 95150, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
63, Private, 102479, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
44, Private, 199191, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 30, United-States, 0
31, Private, 229636, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, Mexico, 0
26, Private, 53833, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, 0
37, Self-emp-inc, 27997, 8, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, 0
33, Private, 111363, 4, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
38, Private, 107630, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
26, Private, 134287, 5, 11, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, 0
46, Self-emp-inc, 283004, 5, 11, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, 0, 0, 63, Thailand, 0
24, Private, 33616, 8, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, 0
47, Local-gov, 121124, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, 1
